"Hospital","State","Local Hospital Network (LHN)","Peer group","Interval","Time period","Patient cohort","Number of surgeries","","Median waiting time (days)",".1","Peer group median (days)",".2","Percentage who waited more than 365 days for surgery",".3","Peer group average",".4"
"Bankstown Lidcombe Hospital","NSW","South Western Sydney","Large metropolitan hospitals","FY","2012–13","S11 Other surgery","7","","NP","","21","","NP","","0.001",""
"Bankstown Lidcombe Hospital","NSW","South Western Sydney","Large metropolitan hospitals","FY","2013–14","S11 Other surgery","8","","NP","","23","","NP","","0.001",""
"Bankstown Lidcombe Hospital","NSW","South Western Sydney","Large metropolitan hospitals","FY","2014–15","S11 Other surgery","<5","","NP","","24","","NP","","0.0040000000000000001",""
"Bankstown Lidcombe Hospital","NSW","South Western Sydney","Large metropolitan hospitals","FY","2017–18","S12 Paediatric surgery","13","","30","","Not peered","","NP","","Not peered",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2011–12","S03 General surgery","<5","","NP","","28","","NP","","0.0040000000000000001",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2012–13","S03 General surgery","<5","","NP","","27","","NP","","0.002",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2013–14","S03 General surgery","<5","","NP","","28","","NP","","0.002",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2014–15","S03 General surgery","<5","","NP","","29","","NP","","0.0030000000000000001",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2015–16","S03 General surgery","<5","","NP","","31","","NP","","0.0030000000000000001",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2016–17","S03 General surgery","5","","NP","","Not peered","","NP","","Not peered",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2017–18","S03 General surgery","<5","","NP","","Not peered","","NP","","Not peered",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2011–12","S04 Gynaecology","114","","63","","28","","0","","0.0030000000000000001",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2012–13","S04 Gynaecology","53","","50","","27","","0","","0.001",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2011–12","S06 Ophthalmology","567","","346","","102","","0.113","","0.032000000000000001",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2012–13","S06 Ophthalmology","545","","315","","116","","0.002","","0.025999999999999999",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2013–14","S06 Ophthalmology","552","","306","","105","","0.016","","0.012",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2014–15","S06 Ophthalmology","610","","217","","85","","0","","0.012",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2015–16","S06 Ophthalmology","563","","203","","91","","0","","0.024",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2016–17","S06 Ophthalmology","604","","185","","Not peered","","0.002","","Not peered",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2017–18","S06 Ophthalmology","602","","136","","Not peered","","0","","Not peered",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2011–12","S07 Orthopaedic surgery","52","","77","","65","","0","","0.021999999999999999",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2012–13","S07 Orthopaedic surgery","48","","112","","64","","NP","","0.017999999999999999",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2013–14","S07 Orthopaedic surgery","33","","104","","62","","NP","","0.0060000000000000001",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2014–15","S07 Orthopaedic surgery","58","","205","","77","","0","","0.0060000000000000001",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2015–16","S07 Orthopaedic surgery","41","","168","","81","","NP","","0.012999999999999999",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2016–17","S07 Orthopaedic surgery","60","","242","","Not peered","","0","","Not peered",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2017–18","S07 Orthopaedic surgery","59","","167","","Not peered","","0","","Not peered",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2011–12","S09 Urology","68","","59","","28","","0","","0.025",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2012–13","S09 Urology","63","","81","","20","","0","","0.012",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2013–14","S09 Urology","56","","82","","18","","0","","0.002",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2014–15","S09 Urology","70","","69","","19","","0","","0.0030000000000000001",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2015–16","S09 Urology","52","","79","","23","","0","","0.001",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2016–17","S09 Urology","71","","68","","Not peered","","0","","Not peered",""
"Batemans Bay Hospital","NSW","Southern NSW","Small hospitals","FY","2017–18","S09 Urology","87","","39","","Not peered","","0","","Not peered",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2011–12","S02 Ear, nose and throat surgery","136","","182","","76","","0.087999999999999995","","0.036999999999999998",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2012–13","S02 Ear, nose and throat surgery","173","","139","","79","","0.017000000000000001","","0.051999999999999998",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2013–14","S02 Ear, nose and throat surgery","234","","106","","73","","0","","0.037999999999999999",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2014–15","S02 Ear, nose and throat surgery","232","","84","","74","","0","","0.037999999999999999",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2015–16","S02 Ear, nose and throat surgery","264","","135","","93","","0.015","","0.048000000000000001",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2016–17","S02 Ear, nose and throat surgery","294","","88","","Not peered","","0.014","","Not peered",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2017–18","S02 Ear, nose and throat surgery","306","","101","","Not peered","","0","","Not peered",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2011–12","S03 General surgery","593","","53","","31","","0.0030000000000000001","","0.02",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2012–13","S03 General surgery","581","","45","","30","","0","","0.027",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2013–14","S03 General surgery","531","","29","","28","","0.0040000000000000001","","0.017999999999999999",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2014–15","S03 General surgery","586","","42","","28","","0.002","","0.017999999999999999",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2015–16","S03 General surgery","607","","33","","29","","0.002","","0.014",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2016–17","S03 General surgery","616","","29","","Not peered","","0.005","","Not peered",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2017–18","S03 General surgery","614","","29","","Not peered","","0.002","","Not peered",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2011–12","S04 Gynaecology","243","","40","","37","","0","","0.014",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2012–13","S04 Gynaecology","314","","35","","36","","0","","0.012",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2013–14","S04 Gynaecology","313","","41","","40","","0","","0.0060000000000000001",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2014–15","S04 Gynaecology","352","","55","","42","","0","","0.012999999999999999",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2015–16","S04 Gynaecology","266","","60","","39","","0.0040000000000000001","","0.010999999999999999",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2016–17","S04 Gynaecology","219","","50","","Not peered","","0","","Not peered",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2017–18","S04 Gynaecology","291","","48","","Not peered","","0","","Not peered",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2011–12","S06 Ophthalmology","193","","287","","228","","0.005","","0.085999999999999993",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2012–13","S06 Ophthalmology","153","","215","","230","","0","","0.085",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2013–14","S06 Ophthalmology","154","","278","","204","","0","","0.092999999999999999",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2014–15","S06 Ophthalmology","181","","321","","162","","0.0060000000000000001","","0.062",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2015–16","S06 Ophthalmology","167","","267","","197","","0","","0.076999999999999999",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2016–17","S06 Ophthalmology","195","","194","","Not peered","","0","","Not peered",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2017–18","S06 Ophthalmology","188","","190","","Not peered","","0","","Not peered",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2011–12","S07 Orthopaedic surgery","288","","20","","78","","0.0070000000000000001","","0.075999999999999998",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2012–13","S07 Orthopaedic surgery","292","","51","","79","","0.017000000000000001","","0.08",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2013–14","S07 Orthopaedic surgery","260","","85","","79","","0.087999999999999995","","0.067000000000000004",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2014–15","S07 Orthopaedic surgery","260","","122","","79","","0.053999999999999999","","0.060999999999999999",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2015–16","S07 Orthopaedic surgery","306","","190","","92","","0.0030000000000000001","","0.066000000000000003",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2016–17","S07 Orthopaedic surgery","393","","178","","Not peered","","0","","Not peered",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2017–18","S07 Orthopaedic surgery","422","","286","","Not peered","","0.005","","Not peered",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2011–12","S09 Urology","146","","18","","31","","0","","0.015",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2012–13","S09 Urology","170","","14","","28","","0","","0.015",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2013–14","S09 Urology","120","","3","","27","","0","","0.014",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2014–15","S09 Urology","125","","1","","27","","0","","0.014",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2015–16","S09 Urology","109","","1","","27","","0","","0.015",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2016–17","S09 Urology","149","","1","","Not peered","","0","","Not peered",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2017–18","S09 Urology","138","","1","","Not peered","","0","","Not peered",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2011–12","S11 Other surgery","<5","","NP","","15","","NP","","0.0080000000000000002",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2012–13","S11 Other surgery","<5","","NP","","17","","NP","","0.019",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2014–15","S11 Other surgery","<5","","NP","","12","","NP","","0.0080000000000000002",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2015–16","S11 Other surgery","<5","","NP","","11","","NP","","0.002",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2017–18","S11 Other surgery","<5","","NP","","Not peered","","NP","","Not peered",""
"Bathurst Health Service","NSW","Western NSW","Large regional hospitals","FY","2017–18","S12 Paediatric surgery","15","","39","","Not peered","","NP","","Not peered",""
"Bellinger River District Hospital","NSW","Mid North Coast","Small hospitals","FY","2011–12","S03 General surgery","125","","60","","28","","0","","0.0040000000000000001",""
