"Hospital","State","Services"
"Dirranbandi Hospital","Qld","Nursing home care unit"
"Doomadgee Hospital","Qld","Maintenance renal dialysis unit"
"Emerald Hospital","Qld","Obstetric services"
"Gladstone Hospital","Qld","Coronary care unit"
"Gladstone Hospital","Qld","Emergency department"
"Gladstone Hospital","Qld","Maintenance renal dialysis unit"
"Gladstone Hospital","Qld","Obstetric services"
"Gladstone Hospital","Qld","Paediatric service"
"Gold Coast University Hospital","Qld","Acute renal dialysis unit"
"Gold Coast University Hospital","Qld","Bone marrow transplantation unit"
"Gold Coast University Hospital","Qld","Cardiac surgery unit"
"Gold Coast University Hospital","Qld","Coronary care unit"
"Gold Coast University Hospital","Qld","Diabetes unit"
"Gold Coast University Hospital","Qld","Emergency department"
"Gold Coast University Hospital","Qld","Geriatric assessment unit"
"Gold Coast University Hospital","Qld","Infectious diseases unit"
"Gold Coast University Hospital","Qld","Intensive care unit"
"Gold Coast University Hospital","Qld","Maintenance renal dialysis unit"
"Gold Coast University Hospital","Qld","Major plastic or reconstructive surgery unit"
"Gold Coast University Hospital","Qld","Neonatal intensive care unit"
"Gold Coast University Hospital","Qld","Neurosurgical unit"
"Gold Coast University Hospital","Qld","Obstetric services"
"Gold Coast University Hospital","Qld","Oncology unit"
"Gold Coast University Hospital","Qld","Paediatric service"
"Gold Coast University Hospital","Qld","Psychiatric unit"
"Gold Coast University Hospital","Qld","Rehabilitation unit"
"Gold Coast University Hospital","Qld","Sleep centre"
"Goondiwindi Hospital","Qld","Domiciliary care unit"
"Goondiwindi Hospital","Qld","Maintenance renal dialysis unit"
"Goondiwindi Hospital","Qld","Obstetric services"
"Gordonvale Hospital","Qld","Domiciliary care unit"
"Gympie Hospital","Qld","Acute renal dialysis unit"
"Gympie Hospital","Qld","Emergency department"
"Gympie Hospital","Qld","Hospice care unit"
"Gympie Hospital","Qld","Obstetric services"
"Gympie Hospital","Qld","Oncology unit"
"Gympie Hospital","Qld","Paediatric service"
"Gympie Hospital","Qld","Rehabilitation unit"
"Herberton Hospital","Qld","Nursing home care unit"
"Hervey Bay Hospital","Qld","Acute renal dialysis unit"
"Hervey Bay Hospital","Qld","Coronary care unit"
"Hervey Bay Hospital","Qld","Emergency department"
"Hervey Bay Hospital","Qld","Hospice care unit"
"Hervey Bay Hospital","Qld","Maintenance renal dialysis unit"
"Hervey Bay Hospital","Qld","Obstetric services"
"Hervey Bay Hospital","Qld","Oncology unit"
"Hervey Bay Hospital","Qld","Paediatric service"
"Ingham Hospital","Qld","Obstetric services"
"Inglewood Hospital","Qld","Domiciliary care unit"
"Injune Hospital","Qld","Alcohol and drug unit"
"Injune Hospital","Qld","Domiciliary care unit"
"Injune Hospital","Qld","Geriatric assessment unit"
"Injune Hospital","Qld","Hospice care unit"
"Injune Hospital","Qld","Nursing home care unit"
"Innisfail Hospital","Qld","Obstetric services"
"Ipswich Hospital","Qld","Coronary care unit"
"Ipswich Hospital","Qld","Diabetes unit"
"Ipswich Hospital","Qld","Emergency department"
"Ipswich Hospital","Qld","Geriatric assessment unit"
"Ipswich Hospital","Qld","Maintenance renal dialysis unit"
"Ipswich Hospital","Qld","Major plastic or reconstructive surgery unit"
"Ipswich Hospital","Qld","Obstetric services"
"Ipswich Hospital","Qld","Oncology unit"
"Ipswich Hospital","Qld","Paediatric service"
"Ipswich Hospital","Qld","Psychiatric unit"
"Ipswich Hospital","Qld","Rehabilitation unit"
"Jandowae Hospital","Qld","Domiciliary care unit"
"Julia Creek Hospital","Qld","Nursing home care unit"
"Kilcoy Hospital","Qld","Geriatric assessment unit"
"Kingaroy Hospital","Qld","Acute renal dialysis unit"
"Kingaroy Hospital","Qld","Domiciliary care unit"
"Kingaroy Hospital","Qld","Obstetric services"
"Kirwan Rehabilitation Unit","Qld","Psychiatric unit"
"Logan Hospital","Qld","Alcohol and drug unit"
"Logan Hospital","Qld","Coronary care unit"
"Logan Hospital","Qld","Emergency department"
"Logan Hospital","Qld","Maintenance renal dialysis unit"
"Logan Hospital","Qld","Obstetric services"
"Logan Hospital","Qld","Paediatric service"
"Logan Hospital","Qld","Psychiatric unit"
"Logan Hospital","Qld","Rehabilitation unit"
"Longreach Hospital","Qld","Obstetric services"
"Mackay Base Hospital","Qld","Acute renal dialysis unit"
"Mackay Base Hospital","Qld","Alcohol and drug unit"
"Mackay Base Hospital","Qld","Coronary care unit"
"Mackay Base Hospital","Qld","Diabetes unit"
"Mackay Base Hospital","Qld","Emergency department"
"Mackay Base Hospital","Qld","Maintenance renal dialysis unit"
"Mackay Base Hospital","Qld","Obstetric services"
"Mackay Base Hospital","Qld","Oncology unit"
"Mackay Base Hospital","Qld","Paediatric service"
"Mackay Base Hospital","Qld","Psychiatric unit"
"Mackay Base Hospital","Qld","Rehabilitation unit"
"Mareeba Hospital","Qld","Alcohol and drug unit"
"Mareeba Hospital","Qld","Obstetric services"
"Maryborough Hospital","Qld","Acute renal dialysis unit"
"Maryborough Hospital","Qld","Emergency department"
"Maryborough Hospital","Qld","Hospice care unit"
"Maryborough Hospital","Qld","Maintenance renal dialysis unit"
"Maryborough Hospital","Qld","Psychiatric unit"
"Maryborough Hospital","Qld","Rehabilitation unit"
"Mater Adult Hospital","Qld","Emergency department"
"Miles Hospital","Qld","Domiciliary care unit"
"Millmerran Hospital","Qld","Domiciliary care unit"
"Mitchell Hospital","Qld","Alcohol and drug unit"
"Mitchell Hospital","Qld","Domiciliary care unit"
"Mitchell Hospital","Qld","Geriatric assessment unit"
"Mitchell Hospital","Qld","Hospice care unit"
"Mitchell Hospital","Qld","Nursing home care unit"
"Mornington Island Hospital","Qld","Maintenance renal dialysis unit"
"Mossman Hospital","Qld","Alcohol and drug unit"
"Mossman Hospital","Qld","Domiciliary care unit"
"Mossman Hospital","Qld","Nursing home care unit"
"Mount Isa Base Hospital","Qld","Alcohol and drug unit"
"Mount Isa Base Hospital","Qld","Diabetes unit"
"Mount Isa Base Hospital","Qld","Emergency department"
"Mount Isa Base Hospital","Qld","Maintenance renal dialysis unit"
"Mount Isa Base Hospital","Qld","Obstetric services"
"Mount Isa Base Hospital","Qld","Oncology unit"
"Mungindi Hospital","Qld","Alcohol and drug unit"
"Mungindi Hospital","Qld","Domiciliary care unit"
"Mungindi Hospital","Qld","Geriatric assessment unit"
"Mungindi Hospital","Qld","Hospice care unit"
"Mungindi Hospital","Qld","Nursing home care unit"
"Murgon Hospital","Qld","Domiciliary care unit"
"Nambour General Hospital","Qld","Acute renal dialysis unit"
"Nambour General Hospital","Qld","AIDS unit"
"Nambour General Hospital","Qld","Alcohol and drug unit"
"Nambour General Hospital","Qld","Clinical genetics unit"
"Nambour General Hospital","Qld","Coronary care unit"
"Nambour General Hospital","Qld","Diabetes unit"
"Nambour General Hospital","Qld","Domiciliary care unit"
"Nambour General Hospital","Qld","Emergency department"
"Nambour General Hospital","Qld","Infectious diseases unit"
"Nambour General Hospital","Qld","Maintenance renal dialysis unit"
"Nambour General Hospital","Qld","Obstetric services"
"Nambour General Hospital","Qld","Oncology unit"
"Nambour General Hospital","Qld","Paediatric service"
"Nambour General Hospital","Qld","Psychiatric unit"
"Nambour General Hospital","Qld","Sleep centre"
"Nanango Hospital","Qld","Domiciliary care unit"
"Normanton Hospital","Qld","Maintenance renal dialysis unit"
"Oakey Hospital","Qld","Domiciliary care unit"
"Princess Alexandra Hospital","Qld","Acute renal dialysis unit"
"Princess Alexandra Hospital","Qld","Acute spinal cord injury unit"
"Princess Alexandra Hospital","Qld","Alcohol and drug unit"
"Princess Alexandra Hospital","Qld","Bone marrow transplantation unit"
"Princess Alexandra Hospital","Qld","Cardiac surgery unit"
"Princess Alexandra Hospital","Qld","Coronary care unit"
"Princess Alexandra Hospital","Qld","Diabetes unit"
"Princess Alexandra Hospital","Qld","Emergency department"
"Princess Alexandra Hospital","Qld","Geriatric assessment unit"
"Princess Alexandra Hospital","Qld","Infectious diseases unit"
"Princess Alexandra Hospital","Qld","Intensive care unit"
"Princess Alexandra Hospital","Qld","Liver transplantation unit"
"Princess Alexandra Hospital","Qld","Maintenance renal dialysis unit"
"Princess Alexandra Hospital","Qld","Major plastic or reconstructive surgery unit"
"Princess Alexandra Hospital","Qld","Neurosurgical unit"
"Princess Alexandra Hospital","Qld","Oncology unit"
"Princess Alexandra Hospital","Qld","Psychiatric unit"
"Princess Alexandra Hospital","Qld","Rehabilitation unit"
"Princess Alexandra Hospital","Qld","Renal transplantation unit"
"Princess Alexandra Hospital","Qld","Sleep centre"
"Proserpine Hospital","Qld","Obstetric services"
"Queen Elizabeth II Jubilee Hospital","Qld","Emergency department"
"Queen Elizabeth II Jubilee Hospital","Qld","Geriatric assessment unit"
"Queen Elizabeth II Jubilee Hospital","Qld","Hospice care unit"
"Queen Elizabeth II Jubilee Hospital","Qld","Rehabilitation unit"
"Queensland Children’s Hospital","Qld","Acute renal dialysis unit"
"Queensland Children’s Hospital","Qld","Bone marrow transplantation unit"
"Queensland Children’s Hospital","Qld","Burns unit"
"Queensland Children’s Hospital","Qld","Cardiac surgery unit"
"Queensland Children’s Hospital","Qld","Diabetes unit"
"Queensland Children’s Hospital","Qld","Emergency department"
"Queensland Children’s Hospital","Qld","Epilepsy centre"
"Queensland Children’s Hospital","Qld","Infectious diseases unit"
"Queensland Children’s Hospital","Qld","Intensive care unit"
"Queensland Children’s Hospital","Qld","Liver transplantation unit"
"Queensland Children’s Hospital","Qld","Maintenance renal dialysis unit"
"Queensland Children’s Hospital","Qld","Major plastic or reconstructive surgery unit"
"Queensland Children’s Hospital","Qld","Neurosurgical unit"
"Queensland Children’s Hospital","Qld","Oncology unit"
"Queensland Children’s Hospital","Qld","Paediatric service"
"Queensland Children’s Hospital","Qld","Psychiatric unit"
"Queensland Children’s Hospital","Qld","Rehabilitation unit"
"Queensland Children’s Hospital","Qld","Renal transplantation unit"
"Queensland Children’s Hospital","Qld","Sleep centre"
"Quilpie Hospital","Qld","Alcohol and drug unit"
"Quilpie Hospital","Qld","Domiciliary care unit"
"Quilpie Hospital","Qld","Geriatric assessment unit"
"Quilpie Hospital","Qld","Hospice care unit"
"Quilpie Hospital","Qld","Nursing home care unit"
"Redcliffe Hospital","Qld","Coronary care unit"
"Redcliffe Hospital","Qld","Emergency department"
"Redcliffe Hospital","Qld","Geriatric assessment unit"
"Redcliffe Hospital","Qld","Hospice care unit"
"Redcliffe Hospital","Qld","Obstetric services"
"Redcliffe Hospital","Qld","Oncology unit"
"Redcliffe Hospital","Qld","Paediatric service"
"Redcliffe Hospital","Qld","Rehabilitation unit"
"Redland Hospital","Qld","Coronary care unit"
"Redland Hospital","Qld","Emergency department"
"Redland Hospital","Qld","Maintenance renal dialysis unit"
"Redland Hospital","Qld","Obstetric services"
"Redland Hospital","Qld","Paediatric service"
"Redland Hospital","Qld","Psychiatric unit"
"Robina Hospital","Qld","Coronary care unit"
"Robina Hospital","Qld","Diabetes unit"
"Robina Hospital","Qld","Emergency department"
"Robina Hospital","Qld","Geriatric assessment unit"
"Robina Hospital","Qld","Hospice care unit"
"Robina Hospital","Qld","Maintenance renal dialysis unit"
"Robina Hospital","Qld","Major plastic or reconstructive surgery unit"
"Robina Hospital","Qld","Psychiatric unit"
"Robina Hospital","Qld","Rehabilitation unit"
"Rockhampton Hospital","Qld","Acute renal dialysis unit"
"Rockhampton Hospital","Qld","Coronary care unit"
"Rockhampton Hospital","Qld","Emergency department"
"Rockhampton Hospital","Qld","Geriatric assessment unit"
"Rockhampton Hospital","Qld","Hospice care unit"
"Rockhampton Hospital","Qld","Obstetric services"
"Rockhampton Hospital","Qld","Oncology unit"
"Rockhampton Hospital","Qld","Paediatric service"
"Rockhampton Hospital","Qld","Psychiatric unit"
"Rockhampton Hospital","Qld","Rehabilitation unit"
"Roma Hospital","Qld","Alcohol and drug unit"
"Roma Hospital","Qld","Domiciliary care unit"
"Roma Hospital","Qld","Geriatric assessment unit"
"Roma Hospital","Qld","Hospice care unit"
"Roma Hospital","Qld","Nursing home care unit"
"Roma Hospital","Qld","Obstetric services"
"Roma Hospital","Qld","Oncology unit"
"Roma Hospital","Qld","Paediatric service"
"Roma Hospital","Qld","Rehabilitation unit"
"Royal Brisbane & Women's Hospital","Qld","Acute renal dialysis unit"
"Royal Brisbane & Women's Hospital","Qld","AIDS unit"
"Royal Brisbane & Women's Hospital","Qld","Alcohol and drug unit"
"Royal Brisbane & Women's Hospital","Qld","Bone marrow transplantation unit"
"Royal Brisbane & Women's Hospital","Qld","Burns unit"
"Royal Brisbane & Women's Hospital","Qld","Clinical genetics unit"
"Royal Brisbane & Women's Hospital","Qld","Coronary care unit"
"Royal Brisbane & Women's Hospital","Qld","Diabetes unit"
"Royal Brisbane & Women's Hospital","Qld","Domiciliary care unit"
"Royal Brisbane & Women's Hospital","Qld","Emergency department"
"Royal Brisbane & Women's Hospital","Qld","Epilepsy centre"
"Royal Brisbane & Women's Hospital","Qld","Geriatric assessment unit"
"Royal Brisbane & Women's Hospital","Qld","In vitro fertilisation unit"
"Royal Brisbane & Women's Hospital","Qld","Infectious diseases unit"
"Royal Brisbane & Women's Hospital","Qld","Intensive care unit"
"Royal Brisbane & Women's Hospital","Qld","Maintenance renal dialysis unit"
"Royal Brisbane & Women's Hospital","Qld","Major plastic or reconstructive surgery unit"
"Royal Brisbane & Women's Hospital","Qld","Neonatal intensive care unit"
"Royal Brisbane & Women's Hospital","Qld","Neurosurgical unit"
"Royal Brisbane & Women's Hospital","Qld","Obstetric services"
"Royal Brisbane & Women's Hospital","Qld","Oncology unit"
"Royal Brisbane & Women's Hospital","Qld","Psychiatric unit"
"Royal Brisbane & Women's Hospital","Qld","Rehabilitation unit"
"Royal Brisbane & Women's Hospital","Qld","Sleep centre"
"Springsure Hospital","Qld","Domiciliary care unit"
"St George Hospital Qld","Qld","Alcohol and drug unit"
"St George Hospital Qld","Qld","Domiciliary care unit"
"St George Hospital Qld","Qld","Geriatric assessment unit"
"St George Hospital Qld","Qld","Hospice care unit"
"St George Hospital Qld","Qld","Obstetric services"
"St George Hospital Qld","Qld","Paediatric service"
"Stanthorpe Hospital","Qld","Domiciliary care unit"
"Stanthorpe Hospital","Qld","Maintenance renal dialysis unit"
"Stanthorpe Hospital","Qld","Obstetric services"
"Sunshine Coast University Hospital","Qld","Acute renal dialysis unit"
"Sunshine Coast University Hospital","Qld","Clinical genetics unit"
"Sunshine Coast University Hospital","Qld","Coronary care unit"
"Sunshine Coast University Hospital","Qld","Diabetes unit"
"Sunshine Coast University Hospital","Qld","Domiciliary care unit"
"Sunshine Coast University Hospital","Qld","Emergency department"
"Sunshine Coast University Hospital","Qld","Geriatric assessment unit"
"Sunshine Coast University Hospital","Qld","Infectious diseases unit"
"Sunshine Coast University Hospital","Qld","Intensive care unit"
"Sunshine Coast University Hospital","Qld","Obstetric services"
"Sunshine Coast University Hospital","Qld","Oncology unit"
"Sunshine Coast University Hospital","Qld","Paediatric service"
"Sunshine Coast University Hospital","Qld","Psychiatric unit"
"Sunshine Coast University Hospital","Qld","Rehabilitation unit"
"Sunshine Coast University Hospital","Qld","Sleep centre"
"Surat Hospital","Qld","Alcohol and drug unit"
"Surat Hospital","Qld","Domiciliary care unit"
"Surat Hospital","Qld","Geriatric assessment unit"
"Surat Hospital","Qld","Hospice care unit"
"Surat Hospital","Qld","Nursing home care unit"
"Tara Hospital","Qld","Domiciliary care unit"
"Taroom Hospital","Qld","Domiciliary care unit"
"Texas Hospital","Qld","Domiciliary care unit"
"The Park Centre For Mental Health","Qld","Psychiatric unit"
"The Prince Charles Hospital","Qld","Cardiac surgery unit"
"The Prince Charles Hospital","Qld","Coronary care unit"
"The Prince Charles Hospital","Qld","Emergency department"
"The Prince Charles Hospital","Qld","Geriatric assessment unit"
"The Prince Charles Hospital","Qld","Heart transplantation unit"
"The Prince Charles Hospital","Qld","Hospice care unit"
"The Prince Charles Hospital","Qld","Infectious diseases unit"
"The Prince Charles Hospital","Qld","Intensive care unit"
"The Prince Charles Hospital","Qld","Oncology unit"
"The Prince Charles Hospital","Qld","Paediatric service"
"The Prince Charles Hospital","Qld","Psychiatric unit"
"The Prince Charles Hospital","Qld","Rehabilitation unit"
"The Prince Charles Hospital","Qld","Sleep centre"
"The Townsville Hospital","Qld","Acute renal dialysis unit"
"The Townsville Hospital","Qld","Cardiac surgery unit"
"The Townsville Hospital","Qld","Coronary care unit"
"The Townsville Hospital","Qld","Diabetes unit"
"The Townsville Hospital","Qld","Domiciliary care unit"
"The Townsville Hospital","Qld","Emergency department"
"The Townsville Hospital","Qld","Hospice care unit"
"The Townsville Hospital","Qld","Infectious diseases unit"
"The Townsville Hospital","Qld","Intensive care unit"
"The Townsville Hospital","Qld","Major plastic or reconstructive surgery unit"
"The Townsville Hospital","Qld","Neonatal intensive care unit"
"The Townsville Hospital","Qld","Neurosurgical unit"
"The Townsville Hospital","Qld","Obstetric services"
"The Townsville Hospital","Qld","Oncology unit"
"The Townsville Hospital","Qld","Paediatric service"
"The Townsville Hospital","Qld","Psychiatric unit"
"The Townsville Hospital","Qld","Rehabilitation unit"
"The Townsville Hospital","Qld","Sleep centre"
"Theodore Hospital","Qld","Domiciliary care unit"
"Theodore Hospital","Qld","Obstetric services"
"Thursday Island Hospital","Qld","Diabetes unit"
"Thursday Island Hospital","Qld","Maintenance renal dialysis unit"
"Thursday Island Hospital","Qld","Obstetric services"
"Toowoomba Hospital","Qld","Acute renal dialysis unit"
"Toowoomba Hospital","Qld","Alcohol and drug unit"
"Toowoomba Hospital","Qld","Coronary care unit"
"Toowoomba Hospital","Qld","Diabetes unit"
"Toowoomba Hospital","Qld","Domiciliary care unit"
"Toowoomba Hospital","Qld","Emergency department"
"Toowoomba Hospital","Qld","Geriatric assessment unit"
"Toowoomba Hospital","Qld","Hospice care unit"
"Toowoomba Hospital","Qld","Infectious diseases unit"
"Toowoomba Hospital","Qld","Maintenance renal dialysis unit"
"Toowoomba Hospital","Qld","Obstetric services"
"Toowoomba Hospital","Qld","Oncology unit"
"Toowoomba Hospital","Qld","Paediatric service"
"Toowoomba Hospital","Qld","Psychiatric unit"
"Toowoomba Hospital","Qld","Rehabilitation unit"
"Tully Hospital","Qld","Obstetric services"
"Warwick Hospital","Qld","Domiciliary care unit"
"Warwick Hospital","Qld","Maintenance renal dialysis unit"
"Warwick Hospital","Qld","Obstetric services"
"Weipa Hospital","Qld","Diabetes unit"
"Weipa Hospital","Qld","Maintenance renal dialysis unit"
"Weipa Hospital","Qld","Nursing home care unit"
"Weipa Hospital","Qld","Obstetric services"
"Winton Hospital","Qld","Nursing home care unit"
"Wondai Hospital","Qld","Domiciliary care unit"
"Woorabinda Hospital","Qld","Domiciliary care unit"
"Angaston District Hospital","SA","Domiciliary care unit"
"Balaklava Soldiers' Memorial District Hospital","SA","Domiciliary care unit"
"Balaklava Soldiers' Memorial District Hospital","SA","Nursing home care unit"
"Barmera Health Service","SA","Domiciliary care unit"
"Barmera Health Service","SA","Nursing home care unit"
"Booleroo Centre District Hospital and Health Services","SA","Domiciliary care unit"
"Booleroo Centre District Hospital and Health Services","SA","Nursing home care unit"
"Bordertown Memorial Hospital","SA","Domiciliary care unit"
"Bordertown Memorial Hospital","SA","Nursing home care unit"
"Burra Hospital","SA","Domiciliary care unit"
"Burra Hospital","SA","Nursing home care unit"
"Ceduna District Health Service","SA","Domiciliary care unit"
"Ceduna District Health Service","SA","Maintenance renal dialysis unit"
"Ceduna District Health Service","SA","Nursing home care unit"
"Ceduna District Health Service","SA","Obstetric services"
"Ceduna District Health Service","SA","Oncology unit"
"Central Yorke Peninsula Hospital (Maitland)","SA","Domiciliary care unit"
"Central Yorke Peninsula Hospital (Maitland)","SA","Maintenance renal dialysis unit"
"Central Yorke Peninsula Hospital (Maitland)","SA","Nursing home care unit"
"Clare Hospital","SA","Domiciliary care unit"
"Clare Hospital","SA","Maintenance renal dialysis unit"
"Clare Hospital","SA","Nursing home care unit"
"Clare Hospital","SA","Obstetric services"
"Clare Hospital","SA","Oncology unit"
"Cleve District Hospital and Aged Care","SA","Domiciliary care unit"
"Cleve District Hospital and Aged Care","SA","Nursing home care unit"
"Coober Pedy Hospital and Health Service","SA","Domiciliary care unit"
"Coober Pedy Hospital and Health Service","SA","Nursing home care unit"
"Cowell District Hospital and Aged Care","SA","Domiciliary care unit"
"Cowell District Hospital and Aged Care","SA","Nursing home care unit"
"Crystal Brook and District Hospital","SA","Domiciliary care unit"
"Crystal Brook and District Hospital","SA","Nursing home care unit"
"Crystal Brook and District Hospital","SA","Obstetric services"
"Cummins and District Memorial Hospital","SA","Domiciliary care unit"
"Cummins and District Memorial Hospital","SA","Nursing home care unit"
"Elliston Hospital","SA","Domiciliary care unit"
"Elliston Hospital","SA","Nursing home care unit"
"Eudunda Hospital","SA","Domiciliary care unit"
"Eudunda Hospital","SA","Nursing home care unit"
"Flinders Medical Centre","SA","Acute renal dialysis unit"
"Flinders Medical Centre","SA","AIDS unit"
"Flinders Medical Centre","SA","Cardiac surgery unit"
"Flinders Medical Centre","SA","Clinical genetics unit"
"Flinders Medical Centre","SA","Coronary care unit"
"Flinders Medical Centre","SA","Diabetes unit"
"Flinders Medical Centre","SA","Emergency department"
"Flinders Medical Centre","SA","Epilepsy centre"
"Flinders Medical Centre","SA","Geriatric assessment unit"
"Flinders Medical Centre","SA","Infectious diseases unit"
"Flinders Medical Centre","SA","Intensive care unit"
"Flinders Medical Centre","SA","Liver transplantation unit"
"Flinders Medical Centre","SA","Maintenance renal dialysis unit"
"Flinders Medical Centre","SA","Major plastic or reconstructive surgery unit"
"Flinders Medical Centre","SA","Neonatal intensive care unit"
"Flinders Medical Centre","SA","Neurosurgical unit"
"Flinders Medical Centre","SA","Obstetric services"
"Flinders Medical Centre","SA","Oncology unit"
"Flinders Medical Centre","SA","Paediatric service"
"Flinders Medical Centre","SA","Psychiatric unit"
"Gawler Health Service","SA","Domiciliary care unit"
"Gawler Health Service","SA","Emergency department"
"Gawler Health Service","SA","Hospice care unit"
"Gawler Health Service","SA","Maintenance renal dialysis unit"
"Gawler Health Service","SA","Obstetric services"
"Gawler Health Service","SA","Oncology unit"
"Glenside Health Services","SA","Alcohol and drug unit"
"Glenside Health Services","SA","Psychiatric unit"
"Glenside Health Services","SA","Rehabilitation unit"
"Gumeracha District Soldiers' Memorial Hospital","SA","Domiciliary care unit"
"Gumeracha District Soldiers' Memorial Hospital","SA","Nursing home care unit"
"Hampstead Rehabilitation Centre","SA","Rehabilitation unit"
"Hawker Memorial Hospital","SA","Domiciliary care unit"
"Hawker Memorial Hospital","SA","Nursing home care unit"
"Jamestown Hospital and Health Service","SA","Domiciliary care unit"
"Jamestown Hospital and Health Service","SA","Nursing home care unit"
"Jamestown Hospital and Health Service","SA","Obstetric services"
"Kangaroo Island Health Service","SA","Domiciliary care unit"
"Kangaroo Island Health Service","SA","Nursing home care unit"
"Kangaroo Island Health Service","SA","Obstetric services"
"Kangaroo Island Health Service","SA","Oncology unit"
"Kapunda Hospital","SA","Domiciliary care unit"
"Kapunda Hospital","SA","Nursing home care unit"
"Kapunda Hospital","SA","Obstetric services"
"Karoonda and District Soldiers' Memorial Hospital","SA","Domiciliary care unit"
"Karoonda and District Soldiers' Memorial Hospital","SA","Nursing home care unit"
"Kimba District Hospital and Aged Care","SA","Domiciliary care unit"
"Kimba District Hospital and Aged Care","SA","Nursing home care unit"
"Kingston Soldiers' Memorial Hospital","SA","Domiciliary care unit"
"Kingston Soldiers' Memorial Hospital","SA","Nursing home care unit"
"Lameroo District Health Service","SA","Domiciliary care unit"
"Lameroo District Health Service","SA","Nursing home care unit"
"Laura and District Hospital","SA","Domiciliary care unit"
"Laura and District Hospital","SA","Nursing home care unit"
"Leigh Creek Health Service","SA","Domiciliary care unit"
"Loxton Hospital Complex","SA","Domiciliary care unit"
"Loxton Hospital Complex","SA","Nursing home care unit"
"Loxton Hospital Complex","SA","Obstetric services"
"Lyell McEwin Hospital","SA","Acute renal dialysis unit"
"Lyell McEwin Hospital","SA","Cardiac surgery unit"
"Lyell McEwin Hospital","SA","Coronary care unit"
"Lyell McEwin Hospital","SA","Diabetes unit"
"Lyell McEwin Hospital","SA","Emergency department"
"Lyell McEwin Hospital","SA","Infectious diseases unit"
"Lyell McEwin Hospital","SA","Intensive care unit"
"Lyell McEwin Hospital","SA","Maintenance renal dialysis unit"
"Lyell McEwin Hospital","SA","Nursing home care unit"
"Lyell McEwin Hospital","SA","Obstetric services"
"Lyell McEwin Hospital","SA","Oncology unit"
"Lyell McEwin Hospital","SA","Paediatric service"
"Lyell McEwin Hospital","SA","Psychiatric unit"
"Mannum District Hospital","SA","Domiciliary care unit"
"Mannum District Hospital","SA","Nursing home care unit"
"McLaren Vale & Districts War Memorial Hospital Inc","SA","Alcohol and drug unit"
"Meningie and Districts Memorial Hospital and Health Services","SA","Domiciliary care unit"
"Meningie and Districts Memorial Hospital and Health Services","SA","Nursing home care unit"
"Millicent and Districts Hospital and Health Service","SA","Domiciliary care unit"
"Millicent and Districts Hospital and Health Service","SA","Hospice care unit"
"Millicent and Districts Hospital and Health Service","SA","Nursing home care unit"
"Modbury Hospital","SA","Domiciliary care unit"
"Modbury Hospital","SA","Emergency department"
"Modbury Hospital","SA","Geriatric assessment unit"
"Modbury Hospital","SA","Hospice care unit"
"Modbury Hospital","SA","Nursing home care unit"
"Modbury Hospital","SA","Psychiatric unit"
"Modbury Hospital","SA","Rehabilitation unit"
"Mount Barker District Soldiers' Memorial Hospital","SA","Domiciliary care unit"
"Mount Barker District Soldiers' Memorial Hospital","SA","Obstetric services"
"Mount Barker District Soldiers' Memorial Hospital","SA","Oncology unit"
"Mount Gambier and Districts Health Service","SA","Domiciliary care unit"
"Mount Gambier and Districts Health Service","SA","Emergency department"
"Mount Gambier and Districts Health Service","SA","Maintenance renal dialysis unit"
"Mount Gambier and Districts Health Service","SA","Obstetric services"
"Mount Gambier and Districts Health Service","SA","Oncology unit"
"Mount Gambier and Districts Health Service","SA","Paediatric service"
"Mount Gambier and Districts Health Service","SA","Psychiatric unit"
"Mount Gambier and Districts Health Service","SA","Rehabilitation unit"
"Mount Pleasant District Hospital","SA","Domiciliary care unit"
"Mount Pleasant District Hospital","SA","Nursing home care unit"
"Murray Bridge Soldiers' Memorial Hospital","SA","Domiciliary care unit"
"Murray Bridge Soldiers' Memorial Hospital","SA","Maintenance renal dialysis unit"
"Murray Bridge Soldiers' Memorial Hospital","SA","Obstetric services"
"Murray Bridge Soldiers' Memorial Hospital","SA","Oncology unit"
"Naracoorte Health Service","SA","Domiciliary care unit"
"Naracoorte Health Service","SA","Nursing home care unit"
"Naracoorte Health Service","SA","Obstetric services"
"Naracoorte Health Service","SA","Oncology unit"
"Noarlunga Hospital","SA","Diabetes unit"
"Noarlunga Hospital","SA","Emergency department"
"Noarlunga Hospital","SA","Maintenance renal dialysis unit"
"Noarlunga Hospital","SA","Psychiatric unit"
"Northern Yorke Peninsula Health Service (Wallaroo)","SA","Domiciliary care unit"
"Northern Yorke Peninsula Health Service (Wallaroo)","SA","Obstetric services"
"Northern Yorke Peninsula Health Service (Wallaroo)","SA","Oncology unit"
"Orroroo and District Health Service","SA","Domiciliary care unit"
"Orroroo and District Health Service","SA","Nursing home care unit"
"Penola War Memorial Hospital","SA","Domiciliary care unit"
"Penola War Memorial Hospital","SA","Hospice care unit"
"Penola War Memorial Hospital","SA","Nursing home care unit"
"Peterborough Soldiers' Memorial Hospital","SA","Domiciliary care unit"
"Peterborough Soldiers' Memorial Hospital","SA","Nursing home care unit"
"Pinnaroo Soldiers' Memorial Hospital","SA","Domiciliary care unit"
"Pinnaroo Soldiers' Memorial Hospital","SA","Nursing home care unit"
"Port Augusta Hospital and Regional Health Services","SA","Domiciliary care unit"
