"Hospital","State","Peer group","Time period","Type of case","Proxy reporting","Cases","Patient days under surveillance","Rate per 10,000 patient days","","Peer group average"
"Boorowa Multi Purpose Service","NSW","Unpeered","2015–16","Total","","0","<5,000","NP","","Not peered"
"Boorowa Multi Purpose Service","NSW","Unpeered","2016–17","Total","","0","<5,000","NP","","Not peered"
"Boorowa Multi Purpose Service","NSW","Unpeered","2017–18","Total","","0","5009","0","","Not peered"
"Boorowa Multi Purpose Service","NSW","Unpeered","2016–17","MRSA","","0","<5,000","NP","","Not peered"
"Boorowa Multi Purpose Service","NSW","Unpeered","2017–18","MRSA","","0","5009","0","","Not peered"
"Boorowa Multi Purpose Service","NSW","Unpeered","2016–17","MSSA","","0","<5,000","NP","","Not peered"
"Boorowa Multi Purpose Service","NSW","Unpeered","2017–18","MSSA","","0","5009","0","","Not peered"
"Bourke Multi Purpose Service","NSW","Unpeered","2010–11","Total","","0","<5,000","NP","","Not peered"
"Bourke Multi Purpose Service","NSW","Unpeered","2011–12","Total","","0","<5,000","NP","","Not peered"
"Bourke Multi Purpose Service","NSW","Unpeered","2012–13","Total","","0","<5,000","NP","","Not peered"
"Bourke Multi Purpose Service","NSW","Unpeered","2013–14","Total","","0","<5,000","NP","","Not peered"
"Bourke Multi Purpose Service","NSW","Unpeered","2014–15","Total","","0","<5,000","NP","","Not peered"
"Bourke Multi Purpose Service","NSW","Unpeered","2015–16","Total","","0","<5,000","NP","","Not peered"
"Bourke Multi Purpose Service","NSW","Unpeered","2016–17","Total","","0","<5,000","NP","","Not peered"
"Bourke Multi Purpose Service","NSW","Unpeered","2017–18","Total","","0","5588","0","","Not peered"
"Bourke Multi Purpose Service","NSW","Unpeered","2016–17","MRSA","","0","<5,000","NP","","Not peered"
"Bourke Multi Purpose Service","NSW","Unpeered","2017–18","MRSA","","0","5588","0","","Not peered"
"Bourke Multi Purpose Service","NSW","Unpeered","2016–17","MSSA","","0","<5,000","NP","","Not peered"
"Bourke Multi Purpose Service","NSW","Unpeered","2017–18","MSSA","","0","5588","0","","Not peered"
"Bourke Street Health Service","NSW","Unpeered","2010–11","Total","","1","11101","0.90","","Not peered"
"Bourke Street Health Service","NSW","Unpeered","2011–12","Total","","0","11752","0","","Not peered"
"Bourke Street Health Service","NSW","Unpeered","2012–13","Total","","1","10670","0.94","","Not peered"
"Bourke Street Health Service","NSW","Unpeered","2013–14","Total","","0","10149","0","","Not peered"
"Bourke Street Health Service","NSW","Unpeered","2014–15","Total","","0","9938","0","","Not peered"
"Bourke Street Health Service","NSW","Unpeered","2015–16","Total","","0","8926","0","","Not peered"
"Bourke Street Health Service","NSW","Unpeered","2016–17","Total","","1","7873","1.27","","Not peered"
"Bourke Street Health Service","NSW","Unpeered","2017–18","Total","","0","5814","0","","Not peered"
"Bourke Street Health Service","NSW","Unpeered","2016–17","MRSA","","1","7873","1.27","","Not peered"
"Bourke Street Health Service","NSW","Unpeered","2017–18","MRSA","","0","5814","0","","Not peered"
"Bourke Street Health Service","NSW","Unpeered","2016–17","MSSA","","0","7873","0","","Not peered"
"Bourke Street Health Service","NSW","Unpeered","2017–18","MSSA","","0","5814","0","","Not peered"
"Bowral Hospital","NSW","Medium hospitals","2010–11","Total","","1","22612","0.44","","0.68"
"Bowral Hospital","NSW","Medium hospitals","2011–12","Total","","3","22325","1.34","","0.50"
"Bowral Hospital","NSW","Medium hospitals","2012–13","Total","","0","21030","0","","0.63"
"Bowral Hospital","NSW","Medium hospitals","2013–14","Total","","2","22332","0.90","","0.47"
"Bowral Hospital","NSW","Medium hospitals","2014–15","Total","","1","22218","0.45","","0.42"
"Bowral Hospital","NSW","Medium hospitals","2015–16","Total","","2","21528","0.93","","0.51"
"Bowral Hospital","NSW","Medium hospitals","2016–17","Total","","1","21319","0.47","","0.49"
"Bowral Hospital","NSW","Medium hospitals","2017–18","Total","","3","19510","1.54","","0.55"
"Bowral Hospital","NSW","Medium hospitals","2016–17","MRSA","","0","21319","0","","0.08"
"Bowral Hospital","NSW","Medium hospitals","2017–18","MRSA","","0","19510","0","","0.11"
"Bowral Hospital","NSW","Medium hospitals","2016–17","MSSA","","1","21319","0.47","","0.42"
"Bowral Hospital","NSW","Medium hospitals","2017–18","MSSA","","3","19510","1.54","","0.44"
"Braeside Hospital","NSW","Unpeered","2010–11","Total","","0","24657","0","","Not peered"
"Braeside Hospital","NSW","Unpeered","2011–12","Total","","2","24963","0.80","","Not peered"
"Braeside Hospital","NSW","Unpeered","2012–13","Total","","2","25310","0.79","","Not peered"
"Braeside Hospital","NSW","Unpeered","2013–14","Total","","1","23857","0.42","","Not peered"
"Braeside Hospital","NSW","Unpeered","2014–15","Total","","0","22617","0","","Not peered"
"Braeside Hospital","NSW","Unpeered","2015–16","Total","","0","23067","0","","Not peered"
"Braeside Hospital","NSW","Unpeered","2016–17","Total","","0","23898","0","","Not peered"
"Braeside Hospital","NSW","Unpeered","2017–18","Total","","0","24570","0","","Not peered"
"Braeside Hospital","NSW","Unpeered","2016–17","MRSA","","0","23898","0","","Not peered"
"Braeside Hospital","NSW","Unpeered","2017–18","MRSA","","0","24570","0","","Not peered"
"Braeside Hospital","NSW","Unpeered","2016–17","MSSA","","0","23898","0","","Not peered"
"Braeside Hospital","NSW","Unpeered","2017–18","MSSA","","0","24570","0","","Not peered"
"Braidwood Multi Purpose Service","NSW","Unpeered","2010–11","Total","","0","<5,000","NP","","Not peered"
"Braidwood Multi Purpose Service","NSW","Unpeered","2011–12","Total","","0","<5,000","NP","","Not peered"
"Braidwood Multi Purpose Service","NSW","Unpeered","2012–13","Total","","0","<5,000","NP","","Not peered"
"Braidwood Multi Purpose Service","NSW","Unpeered","2013–14","Total","","0","<5,000","NP","","Not peered"
"Braidwood Multi Purpose Service","NSW","Unpeered","2014–15","Total","","0","<5,000","NP","","Not peered"
"Braidwood Multi Purpose Service","NSW","Unpeered","2015–16","Total","","0","<5,000","NP","","Not peered"
"Braidwood Multi Purpose Service","NSW","Unpeered","2016–17","Total","","0","<5,000","NP","","Not peered"
"Braidwood Multi Purpose Service","NSW","Unpeered","2017–18","Total","","0","7185","0","","Not peered"
"Braidwood Multi Purpose Service","NSW","Unpeered","2016–17","MRSA","","0","<5,000","NP","","Not peered"
"Braidwood Multi Purpose Service","NSW","Unpeered","2017–18","MRSA","","0","7185","0","","Not peered"
"Braidwood Multi Purpose Service","NSW","Unpeered","2016–17","MSSA","","0","<5,000","NP","","Not peered"
"Braidwood Multi Purpose Service","NSW","Unpeered","2017–18","MSSA","","0","7185","0","","Not peered"
"Brewarrina Multi Purpose Service","NSW","Unpeered","2010–11","Total","","0","<5,000","NP","","Not peered"
"Brewarrina Multi Purpose Service","NSW","Unpeered","2011–12","Total","","0","<5,000","NP","","Not peered"
"Brewarrina Multi Purpose Service","NSW","Unpeered","2012–13","Total","","0","<5,000","NP","","Not peered"
"Brewarrina Multi Purpose Service","NSW","Unpeered","2013–14","Total","","0","<5,000","NP","","Not peered"
"Brewarrina Multi Purpose Service","NSW","Unpeered","2014–15","Total","","0","<5,000","NP","","Not peered"
"Brewarrina Multi Purpose Service","NSW","Unpeered","2015–16","Total","","0","<5,000","NP","","Not peered"
"Brewarrina Multi Purpose Service","NSW","Unpeered","2016–17","Total","","0","<5,000","NP","","Not peered"
"Brewarrina Multi Purpose Service","NSW","Unpeered","2017–18","Total","","0","5276","0","","Not peered"
"Brewarrina Multi Purpose Service","NSW","Unpeered","2016–17","MRSA","","0","<5,000","NP","","Not peered"
"Brewarrina Multi Purpose Service","NSW","Unpeered","2017–18","MRSA","","0","5276","0","","Not peered"
"Brewarrina Multi Purpose Service","NSW","Unpeered","2016–17","MSSA","","0","<5,000","NP","","Not peered"
"Brewarrina Multi Purpose Service","NSW","Unpeered","2017–18","MSSA","","0","5276","0","","Not peered"
"Broken Hill Hospital","NSW","Medium hospitals","2010–11","Total","","1","25292","0.40","","0.68"
"Broken Hill Hospital","NSW","Medium hospitals","2011–12","Total","","2","23306","0.86","","0.50"
"Broken Hill Hospital","NSW","Medium hospitals","2012–13","Total","","1","22068","0.45","","0.63"
"Broken Hill Hospital","NSW","Medium hospitals","2013–14","Total","","0","23474","0","","0.47"
"Broken Hill Hospital","NSW","Medium hospitals","2014–15","Total","","1","25128","0.40","","0.42"
"Broken Hill Hospital","NSW","Medium hospitals","2015–16","Total","","2","25555","0.78","","0.51"
"Broken Hill Hospital","NSW","Medium hospitals","2016–17","Total","","3","29802","1.01","","0.49"
"Broken Hill Hospital","NSW","Medium hospitals","2017–18","Total","","0","28445","0","","0.55"
"Broken Hill Hospital","NSW","Medium hospitals","2016–17","MRSA","","0","29802","0","","0.08"
"Broken Hill Hospital","NSW","Medium hospitals","2017–18","MRSA","","0","28445","0","","0.11"
"Broken Hill Hospital","NSW","Medium hospitals","2016–17","MSSA","","3","29802","1.01","","0.42"
"Broken Hill Hospital","NSW","Medium hospitals","2017–18","MSSA","","0","28445","0","","0.44"
"Bulahdelah Hospital","NSW","Unpeered","2010–11","Total","","0","<5,000","NP","","Not peered"
"Bulahdelah Hospital","NSW","Unpeered","2011–12","Total","","0","<5,000","NP","","Not peered"
"Bulahdelah Hospital","NSW","Unpeered","2012–13","Total","",NA,NA,NA,"","Not peered"
"Bulahdelah Hospital","NSW","Unpeered","2013–14","Total","",NA,NA,NA,"","Not peered"
"Bulahdelah Hospital","NSW","Unpeered","2014–15","Total","",NA,NA,NA,"","Not peered"
"Bulahdelah Hospital","NSW","Unpeered","2015–16","Total","",NA,NA,NA,"","Not peered"
"Bulahdelah Hospital","NSW","Unpeered","2016–17","Total","",NA,NA,NA,"","Not peered"
"Bulahdelah Hospital","NSW","Unpeered","2017–18","Total","",NA,NA,NA,"","Not peered"
"Bulahdelah Hospital","NSW","Unpeered","2016–17","MRSA","",NA,NA,NA,"","Not peered"
"Bulahdelah Hospital","NSW","Unpeered","2017–18","MRSA","",NA,NA,NA,"","Not peered"
"Bulahdelah Hospital","NSW","Unpeered","2016–17","MSSA","",NA,NA,NA,"","Not peered"
"Bulahdelah Hospital","NSW","Unpeered","2017–18","MSSA","",NA,NA,NA,"","Not peered"
"Bulli Hospital","NSW","Unpeered","2010–11","Total","","0","19099","0","","Not peered"
"Bulli Hospital","NSW","Unpeered","2011–12","Total","","1","19031","0.53","","Not peered"
"Bulli Hospital","NSW","Unpeered","2012–13","Total","","0","19072","0","","Not peered"
"Bulli Hospital","NSW","Unpeered","2013–14","Total","","1","19172","0.52","","Not peered"
"Bulli Hospital","NSW","Unpeered","2014–15","Total","","1","18984","0.53","","Not peered"
"Bulli Hospital","NSW","Unpeered","2015–16","Total","","0","18728","0","","Not peered"
"Bulli Hospital","NSW","Unpeered","2016–17","Total","","1","18623","0.54","","Not peered"
"Bulli Hospital","NSW","Unpeered","2017–18","Total","","1","17457","0.57","","Not peered"
"Bulli Hospital","NSW","Unpeered","2016–17","MRSA","","0","18623","0","","Not peered"
"Bulli Hospital","NSW","Unpeered","2017–18","MRSA","","1","17457","0.57","","Not peered"
"Bulli Hospital","NSW","Unpeered","2016–17","MSSA","","1","18623","0.54","","Not peered"
"Bulli Hospital","NSW","Unpeered","2017–18","MSSA","","0","17457","0","","Not peered"
"Byron Bay Hospital","NSW","Unpeered","2010–11","Total","","1","<5,000","NP","","Not peered"
"Byron Bay Hospital","NSW","Unpeered","2011–12","Total","","0","<5,000","NP","","Not peered"
"Byron Bay Hospital","NSW","Unpeered","2012–13","Total","","0","5945","0","","Not peered"
"Byron Bay Hospital","NSW","Unpeered","2013–14","Total","","0","5380","0","","Not peered"
"Byron Bay Hospital","NSW","Unpeered","2014–15","Total","","0","<5,000","NP","","Not peered"
"Byron Bay Hospital","NSW","Unpeered","2015–16","Total","","0","<5,000","NP","","Not peered"
"Byron Bay Hospital","NSW","Unpeered","2016–17","Total","Data reported under Byron Central Hospital","-","-","-","","-"
"Byron Bay Hospital","NSW","Unpeered","2017–18","Total","Data reported under Byron Central Hospital","-","-","-","","-"
"Byron Bay Hospital","NSW","Unpeered","2016–17","MRSA","Data reported under Byron Central Hospital","-","-","-","","-"
"Byron Bay Hospital","NSW","Unpeered","2017–18","MRSA","Data reported under Byron Central Hospital","-","-","-","","-"
"Byron Bay Hospital","NSW","Unpeered","2016–17","MSSA","Data reported under Byron Central Hospital","-","-","-","","-"
"Byron Bay Hospital","NSW","Unpeered","2017–18","MSSA","Data reported under Byron Central Hospital","-","-","-","","-"
"Byron Central Hospital","NSW","Unpeered","2016–17","Total","Includes data for Mullumbimby Hospital and Byron Bay Hospital","0","12228","0","","Not peered"
"Byron Central Hospital","NSW","Unpeered","2017–18","Total","Includes data for Mullumbimby Hospital and Byron Bay Hospital","1","16957","0.59","","Not peered"
"Byron Central Hospital","NSW","Unpeered","2016–17","MRSA","Includes data for Mullumbimby Hospital and Byron Bay Hospital","0","12228","0","","Not peered"
"Byron Central Hospital","NSW","Unpeered","2017–18","MRSA","Includes data for Mullumbimby Hospital and Byron Bay Hospital","0","16957","0","","Not peered"
"Byron Central Hospital","NSW","Unpeered","2016–17","MSSA","Includes data for Mullumbimby Hospital and Byron Bay Hospital","0","12228","0","","Not peered"
"Byron Central Hospital","NSW","Unpeered","2017–18","MSSA","Includes data for Mullumbimby Hospital and Byron Bay Hospital","1","16957","0.59","","Not peered"
"Calvary Hospital","NSW","Unpeered","2010–11","Total","","0","35978","0","","Not peered"
"Calvary Hospital","NSW","Unpeered","2011–12","Total","","0","36140","0","","Not peered"
"Calvary Hospital","NSW","Unpeered","2012–13","Total","","0","36806","0","","Not peered"
"Calvary Hospital","NSW","Unpeered","2013–14","Total","","1","37769","0.26","","Not peered"
"Calvary Hospital","NSW","Unpeered","2014–15","Total","","0","37665","0","","Not peered"
"Calvary Hospital","NSW","Unpeered","2015–16","Total","","1","36948","0.27","","Not peered"
"Calvary Hospital","NSW","Unpeered","2016–17","Total","","0","37720","0","","Not peered"
"Calvary Hospital","NSW","Unpeered","2017–18","Total","","0","36389","0","","Not peered"
"Calvary Hospital","NSW","Unpeered","2016–17","MRSA","","0","37720","0","","Not peered"
"Calvary Hospital","NSW","Unpeered","2017–18","MRSA","","0","36389","0","","Not peered"
"Calvary Hospital","NSW","Unpeered","2016–17","MSSA","","0","37720","0","","Not peered"
"Calvary Hospital","NSW","Unpeered","2017–18","MSSA","","0","36389","0","","Not peered"
"Calvary Mater Newcastle Hospital","NSW","Large hospitals","2010–11","Total","","21","58366","3.60","","1"
"Calvary Mater Newcastle Hospital","NSW","Large hospitals","2011–12","Total","","13","60486","2.15","","0.93"
"Calvary Mater Newcastle Hospital","NSW","Large hospitals","2012–13","Total","","19","60888","3.12","","0.97"
"Calvary Mater Newcastle Hospital","NSW","Large hospitals","2013–14","Total","","15","60560","2.48","","0.85"
"Calvary Mater Newcastle Hospital","NSW","Large hospitals","2014–15","Total","","19","60254","3.15","","0.80"
"Calvary Mater Newcastle Hospital","NSW","Large hospitals","2015–16","Total","","11","61316","1.79","","0.68"
"Calvary Mater Newcastle Hospital","NSW","Large hospitals","2016–17","Total","","4","62532","0.64","","0.73"
"Calvary Mater Newcastle Hospital","NSW","Large hospitals","2017–18","Total","","15","60400","2.48","","0.67"
"Calvary Mater Newcastle Hospital","NSW","Large hospitals","2016–17","MRSA","","1","62532","0.16","","0.14"
"Calvary Mater Newcastle Hospital","NSW","Large hospitals","2017–18","MRSA","","0","60400","0","","0.10"
"Calvary Mater Newcastle Hospital","NSW","Large hospitals","2016–17","MSSA","","3","62532","0.48","","0.60"
"Calvary Mater Newcastle Hospital","NSW","Large hospitals","2017–18","MSSA","","15","60400","2.48","","0.56"
"Camden Hospital","NSW","Unpeered","2010–11","Total","","0","20467","0","","Not peered"
"Camden Hospital","NSW","Unpeered","2011–12","Total","","0","20452","0","","Not peered"
"Camden Hospital","NSW","Unpeered","2012–13","Total","","0","20607","0","","Not peered"
